#Tile-internal pips on tile X1Y0:
X1Y0,N1END3,X1Y0,S1BEG0,8,N1END3.S1BEG0
X1Y0,N1END2,X1Y0,S1BEG1,8,N1END2.S1BEG1
X1Y0,N1END1,X1Y0,S1BEG2,8,N1END1.S1BEG2
X1Y0,N1END0,X1Y0,S1BEG3,8,N1END0.S1BEG3
X1Y0,N2MID7,X1Y0,S2BEG0,8,N2MID7.S2BEG0
X1Y0,N2MID6,X1Y0,S2BEG1,8,N2MID6.S2BEG1
X1Y0,N2MID5,X1Y0,S2BEG2,8,N2MID5.S2BEG2
X1Y0,N2MID4,X1Y0,S2BEG3,8,N2MID4.S2BEG3
X1Y0,N2MID3,X1Y0,S2BEG4,8,N2MID3.S2BEG4
X1Y0,N2MID2,X1Y0,S2BEG5,8,N2MID2.S2BEG5
X1Y0,N2MID1,X1Y0,S2BEG6,8,N2MID1.S2BEG6
X1Y0,N2MID0,X1Y0,S2BEG7,8,N2MID0.S2BEG7
X1Y0,N2END7,X1Y0,S2BEGb0,8,N2END7.S2BEGb0
X1Y0,N2END6,X1Y0,S2BEGb1,8,N2END6.S2BEGb1
X1Y0,N2END5,X1Y0,S2BEGb2,8,N2END5.S2BEGb2
X1Y0,N2END4,X1Y0,S2BEGb3,8,N2END4.S2BEGb3
X1Y0,N2END3,X1Y0,S2BEGb4,8,N2END3.S2BEGb4
X1Y0,N2END2,X1Y0,S2BEGb5,8,N2END2.S2BEGb5
X1Y0,N2END1,X1Y0,S2BEGb6,8,N2END1.S2BEGb6
X1Y0,N2END0,X1Y0,S2BEGb7,8,N2END0.S2BEGb7
X1Y0,N4END15,X1Y0,S4BEG0,8,N4END15.S4BEG0
X1Y0,N4END14,X1Y0,S4BEG1,8,N4END14.S4BEG1
X1Y0,N4END13,X1Y0,S4BEG2,8,N4END13.S4BEG2
X1Y0,N4END12,X1Y0,S4BEG3,8,N4END12.S4BEG3
X1Y0,N4END11,X1Y0,S4BEG4,8,N4END11.S4BEG4
X1Y0,N4END10,X1Y0,S4BEG5,8,N4END10.S4BEG5
X1Y0,N4END9,X1Y0,S4BEG6,8,N4END9.S4BEG6
X1Y0,N4END8,X1Y0,S4BEG7,8,N4END8.S4BEG7
X1Y0,N4END7,X1Y0,S4BEG8,8,N4END7.S4BEG8
X1Y0,N4END6,X1Y0,S4BEG9,8,N4END6.S4BEG9
X1Y0,N4END5,X1Y0,S4BEG10,8,N4END5.S4BEG10
X1Y0,N4END4,X1Y0,S4BEG11,8,N4END4.S4BEG11
X1Y0,N4END3,X1Y0,S4BEG12,8,N4END3.S4BEG12
X1Y0,N4END2,X1Y0,S4BEG13,8,N4END2.S4BEG13
X1Y0,N4END1,X1Y0,S4BEG14,8,N4END1.S4BEG14
X1Y0,N4END0,X1Y0,S4BEG15,8,N4END0.S4BEG15
X1Y0,NN4END15,X1Y0,SS4BEG0,8,NN4END15.SS4BEG0
X1Y0,NN4END14,X1Y0,SS4BEG1,8,NN4END14.SS4BEG1
X1Y0,NN4END13,X1Y0,SS4BEG2,8,NN4END13.SS4BEG2
X1Y0,NN4END12,X1Y0,SS4BEG3,8,NN4END12.SS4BEG3
X1Y0,NN4END11,X1Y0,SS4BEG4,8,NN4END11.SS4BEG4
X1Y0,NN4END10,X1Y0,SS4BEG5,8,NN4END10.SS4BEG5
X1Y0,NN4END9,X1Y0,SS4BEG6,8,NN4END9.SS4BEG6
X1Y0,NN4END8,X1Y0,SS4BEG7,8,NN4END8.SS4BEG7
X1Y0,NN4END7,X1Y0,SS4BEG8,8,NN4END7.SS4BEG8
X1Y0,NN4END6,X1Y0,SS4BEG9,8,NN4END6.SS4BEG9
X1Y0,NN4END5,X1Y0,SS4BEG10,8,NN4END5.SS4BEG10
X1Y0,NN4END4,X1Y0,SS4BEG11,8,NN4END4.SS4BEG11
